Diode 1 Set Temp (C)	Set Power (W)	Diode 1 RCF	Diode 1 Max Current (A)	Output Power (W)	Vanadate Temp (C)	Diode 2 Temp (C)	Diode 2 Photocell Voltage (V)	Baseplate Temp (C)	Current (A)	Diode 2 Current (A)	Diode 2 Max Current (A)	Laser Head Hours (hr)	Diode 1 Temp (C)	Diode 1 Photocell Voltage (V)	LBO Temp (C)	Diode 1 Heatsink Temp (C)	LBO Set Temp (C)	Diode 1 Current (A)	Vanadate Set Temp (C)	Diode 2 RCF	Power Supply Hours (hr)	Diode 1 Hours (hr)	Diode 2 Hours (hr)	Diode 2 Set Temp (C)	Diode 2 Heatsink Temp (C)	Etalon Temp (C)
2016-01-19 05:43:48.434060	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	3.00000000e+01	2.27000000e+01	3.16000000e+00	2.77300000e+01	5.04400000e+01	5.18400000e+01	7.13700000e+01	5.15746000e+03	2.21600000e+01	2.95000000e+00	1.47540000e+02	3.31500000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40800000e+01	3.72900000e+01
2016-01-19 05:43:49.065548	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79250000e+01	3.00000000e+01	2.27000000e+01	3.16000000e+00	2.77300000e+01	5.04400000e+01	5.18200000e+01	7.13700000e+01	5.15746000e+03	2.21600000e+01	2.95000000e+00	1.47540000e+02	3.31500000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40800000e+01	3.73200000e+01
2016-01-19 05:43:49.616690	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	3.00000000e+01	2.27000000e+01	3.17000000e+00	2.77300000e+01	5.04400000e+01	5.18200000e+01	7.13700000e+01	5.15746000e+03	2.21500000e+01	2.95000000e+00	1.47540000e+02	3.31500000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40800000e+01	3.73200000e+01
2016-01-19 05:43:50.269536	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	3.00000000e+01	2.27000000e+01	3.16000000e+00	2.77300000e+01	5.04400000e+01	5.18200000e+01	7.13700000e+01	5.15746000e+03	2.21500000e+01	2.96000000e+00	1.47540000e+02	3.31500000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40500000e+01	3.73200000e+01
2016-01-19 05:43:50.845703	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	2.99900000e+01	2.27000000e+01	3.15000000e+00	2.77300000e+01	5.04400000e+01	5.18200000e+01	7.13700000e+01	5.15746000e+03	2.21500000e+01	2.95000000e+00	1.47500000e+02	3.31300000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40500000e+01	3.73200000e+01
2016-01-19 05:43:51.411268	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	2.99900000e+01	2.27000000e+01	3.17000000e+00	2.77300000e+01	5.04300000e+01	5.18200000e+01	7.13700000e+01	5.15746000e+03	2.21500000e+01	2.95000000e+00	1.47500000e+02	3.31300000e+01	1.47500000e+02	4.90400000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40500000e+01	3.73200000e+01
2016-01-19 05:43:52.103747	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	2.99900000e+01	2.27100000e+01	3.16000000e+00	2.77300000e+01	5.04300000e+01	5.18200000e+01	7.13700000e+01	5.15746000e+03	2.21400000e+01	2.95000000e+00	1.47460000e+02	3.31300000e+01	1.47500000e+02	4.90400000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40500000e+01	3.73200000e+01
2016-01-19 05:43:52.672506	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79250000e+01	2.99900000e+01	2.27100000e+01	3.16000000e+00	2.77300000e+01	5.04600000e+01	5.18400000e+01	7.13700000e+01	5.15746000e+03	2.21400000e+01	2.96000000e+00	1.47460000e+02	3.31300000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40500000e+01	3.73200000e+01
2016-01-19 05:43:53.306680	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79250000e+01	2.99900000e+01	2.27100000e+01	3.16000000e+00	2.77300000e+01	5.04600000e+01	5.18400000e+01	7.13700000e+01	5.15746000e+03	2.21400000e+01	2.96000000e+00	1.47500000e+02	3.31500000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40600000e+01	3.72900000e+01
2016-01-19 05:43:53.929140	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	2.99900000e+01	2.27100000e+01	3.18000000e+00	2.77300000e+01	5.04600000e+01	5.18400000e+01	7.13700000e+01	5.15746000e+03	2.21400000e+01	2.95000000e+00	1.47500000e+02	3.31500000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40600000e+01	3.72900000e+01
2016-01-19 05:43:54.372730	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	2.99900000e+01	2.27100000e+01	3.17000000e+00	2.77300000e+01	5.04300000e+01	5.18200000e+01	7.13700000e+01	5.15746000e+03	2.21400000e+01	2.95000000e+00	1.47500000e+02	3.31500000e+01	1.47500000e+02	4.90400000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40600000e+01	3.72900000e+01
2016-01-19 05:43:54.997814	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	2.99900000e+01	2.26900000e+01	3.16000000e+00	2.77300000e+01	5.04300000e+01	5.18200000e+01	7.13700000e+01	5.15746000e+03	2.21500000e+01	2.95000000e+00	1.47500000e+02	3.31500000e+01	1.47500000e+02	4.90400000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40600000e+01	3.73000000e+01
2016-01-19 05:43:55.628964	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	2.99900000e+01	2.26900000e+01	3.16000000e+00	2.77300000e+01	5.04700000e+01	5.18400000e+01	7.13700000e+01	5.15746000e+03	2.21500000e+01	2.95000000e+00	1.47500000e+02	3.31500000e+01	1.47500000e+02	4.91000000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40800000e+01	3.73000000e+01
2016-01-19 05:43:56.263290	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	2.99900000e+01	2.27000000e+01	3.16000000e+00	2.77300000e+01	5.04700000e+01	5.18400000e+01	7.13700000e+01	5.15746000e+03	2.21400000e+01	2.95000000e+00	1.47500000e+02	3.31300000e+01	1.47500000e+02	4.91000000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40800000e+01	3.73000000e+01
2016-01-19 05:43:56.835679	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79090000e+01	2.99900000e+01	2.27000000e+01	3.16000000e+00	2.77300000e+01	5.04700000e+01	5.18400000e+01	7.13700000e+01	5.15746000e+03	2.21400000e+01	2.96000000e+00	1.47500000e+02	3.31300000e+01	1.47500000e+02	4.91000000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40800000e+01	3.73000000e+01
2016-01-19 05:43:57.538618	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79250000e+01	2.99900000e+01	2.26800000e+01	3.16000000e+00	2.77300000e+01	5.04700000e+01	5.18400000e+01	7.13700000e+01	5.15746000e+03	2.21600000e+01	2.95000000e+00	1.47500000e+02	3.31300000e+01	1.47500000e+02	4.91000000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40800000e+01	3.73000000e+01
2016-01-19 05:43:58.119769	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	2.99900000e+01	2.26800000e+01	3.16000000e+00	2.77300000e+01	5.04400000e+01	5.18200000e+01	7.13700000e+01	5.15746000e+03	2.21600000e+01	2.95000000e+00	1.47500000e+02	3.31300000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40800000e+01	3.73000000e+01
2016-01-19 05:43:58.791755	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	2.99900000e+01	2.26800000e+01	3.17000000e+00	2.77200000e+01	5.04400000e+01	5.18200000e+01	7.13700000e+01	5.15746000e+03	2.21500000e+01	2.95000000e+00	1.47540000e+02	3.31500000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40500000e+01	3.72700000e+01
2016-01-19 05:43:59.395716	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	3.00000000e+01	2.27100000e+01	3.16000000e+00	2.77200000e+01	5.04600000e+01	5.18400000e+01	7.13700000e+01	5.15746000e+03	2.21500000e+01	2.96000000e+00	1.47540000e+02	3.31500000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40500000e+01	3.72700000e+01
2016-01-19 05:44:00.108415	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	2.99900000e+01	2.27000000e+01	3.17000000e+00	2.77200000e+01	5.04600000e+01	5.18400000e+01	7.13700000e+01	5.15746000e+03	2.21400000e+01	2.95000000e+00	1.47570000e+02	3.31500000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40500000e+01	3.73200000e+01
2016-01-19 05:44:00.696241	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79250000e+01	2.99900000e+01	2.27000000e+01	3.16000000e+00	2.77200000e+01	5.04700000e+01	5.18700000e+01	7.13700000e+01	5.15746000e+03	2.21400000e+01	2.95000000e+00	1.47570000e+02	3.31500000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40500000e+01	3.73200000e+01
2016-01-19 05:44:01.366822	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	3.00200000e+01	2.27000000e+01	3.17000000e+00	2.77200000e+01	5.04700000e+01	5.18700000e+01	7.13700000e+01	5.15746000e+03	2.21300000e+01	2.95000000e+00	1.47500000e+02	3.31500000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40500000e+01	3.73000000e+01
2016-01-19 05:44:01.971740	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	3.00200000e+01	2.26400000e+01	3.16000000e+00	2.77200000e+01	5.04400000e+01	5.18400000e+01	7.13700000e+01	5.15746000e+03	2.21300000e+01	2.95000000e+00	1.47500000e+02	3.31500000e+01	1.47500000e+02	4.90400000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40500000e+01	3.73000000e+01
2016-01-19 05:44:02.668170	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	3.00000000e+01	2.27100000e+01	3.17000000e+00	2.77200000e+01	5.04400000e+01	5.18400000e+01	7.13700000e+01	5.15746000e+03	2.21600000e+01	2.96000000e+00	1.47500000e+02	3.31500000e+01	1.47500000e+02	4.90400000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40500000e+01	3.73200000e+01
2016-01-19 05:44:03.236172	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79090000e+01	3.00000000e+01	2.27100000e+01	3.16000000e+00	2.77200000e+01	5.04700000e+01	5.18400000e+01	7.13700000e+01	5.15746000e+03	2.21600000e+01	2.95000000e+00	1.47500000e+02	3.31500000e+01	1.47500000e+02	4.91000000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40500000e+01	3.73200000e+01
2016-01-19 05:44:03.873149	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79250000e+01	3.00000000e+01	2.27100000e+01	3.16000000e+00	2.77300000e+01	5.04700000e+01	5.18400000e+01	7.13700000e+01	5.15746000e+03	2.21600000e+01	2.96000000e+00	1.47500000e+02	3.31500000e+01	1.47500000e+02	4.91000000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40300000e+01	3.72900000e+01
2016-01-19 05:44:04.401046	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79250000e+01	2.99900000e+01	2.27100000e+01	3.16000000e+00	2.77300000e+01	5.04700000e+01	5.18400000e+01	7.13700000e+01	5.15746000e+03	2.21500000e+01	2.96000000e+00	1.47500000e+02	3.31500000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40300000e+01	3.72900000e+01
2016-01-19 05:44:05.029378	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	2.99900000e+01	2.27100000e+01	3.17000000e+00	2.77300000e+01	5.04600000e+01	5.18400000e+01	7.13700000e+01	5.15746000e+03	2.21500000e+01	2.95000000e+00	1.47500000e+02	3.31500000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40300000e+01	3.73200000e+01
2016-01-19 05:44:05.570709	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	3.00200000e+01	2.27300000e+01	3.16000000e+00	2.77300000e+01	5.04600000e+01	5.18400000e+01	7.13700000e+01	5.15746000e+03	2.21400000e+01	2.96000000e+00	1.47500000e+02	3.31500000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40300000e+01	3.73200000e+01
2016-01-19 05:44:06.282870	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	3.00200000e+01	2.27300000e+01	3.17000000e+00	2.77300000e+01	5.04600000e+01	5.18400000e+01	7.13700000e+01	5.15746000e+03	2.21400000e+01	2.95000000e+00	1.47500000e+02	3.31500000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40500000e+01	3.73200000e+01
2016-01-19 05:44:06.802371	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	3.00000000e+01	2.27300000e+01	3.16000000e+00	2.77300000e+01	5.04600000e+01	5.18400000e+01	7.13700000e+01	5.15746000e+03	2.21600000e+01	2.96000000e+00	1.47500000e+02	3.31200000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40500000e+01	3.73000000e+01
2016-01-19 05:44:07.431145	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79090000e+01	3.00000000e+01	2.27300000e+01	3.16000000e+00	2.77300000e+01	5.04400000e+01	5.18200000e+01	7.13700000e+01	5.15746000e+03	2.21600000e+01	2.96000000e+00	1.47500000e+02	3.31200000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40500000e+01	3.73000000e+01
2016-01-19 05:44:08.060951	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79250000e+01	3.00200000e+01	2.27100000e+01	3.17000000e+00	2.77300000e+01	5.04400000e+01	5.18200000e+01	7.13700000e+01	5.15746000e+03	2.21300000e+01	2.95000000e+00	1.47460000e+02	3.31200000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40500000e+01	3.73200000e+01
2016-01-19 05:44:08.689599	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	3.00200000e+01	2.27100000e+01	3.16000000e+00	2.77300000e+01	5.04700000e+01	5.18700000e+01	7.13700000e+01	5.15746000e+03	2.21300000e+01	2.96000000e+00	1.47460000e+02	3.31200000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40500000e+01	3.73200000e+01
2016-01-19 05:44:09.282262	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	3.00000000e+01	2.27100000e+01	3.17000000e+00	2.77200000e+01	5.04700000e+01	5.18700000e+01	7.13700000e+01	5.15746000e+03	2.21500000e+01	2.95000000e+00	1.47460000e+02	3.31300000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40600000e+01	3.72900000e+01
2016-01-19 05:44:09.877226	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79250000e+01	3.00000000e+01	2.26900000e+01	3.16000000e+00	2.77200000e+01	5.04400000e+01	5.18400000e+01	7.13700000e+01	5.15746000e+03	2.21500000e+01	2.96000000e+00	1.47460000e+02	3.31300000e+01	1.47500000e+02	4.90400000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40600000e+01	3.72900000e+01
2016-01-19 05:44:10.594352	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	3.00000000e+01	2.27000000e+01	3.16000000e+00	2.77200000e+01	5.04400000e+01	5.18400000e+01	7.13700000e+01	5.15746000e+03	2.21500000e+01	2.95000000e+00	1.47540000e+02	3.31300000e+01	1.47500000e+02	4.90400000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40600000e+01	3.73000000e+01
2016-01-19 05:44:11.181925	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	3.00000000e+01	2.27000000e+01	3.17000000e+00	2.77200000e+01	5.04400000e+01	5.18200000e+01	7.13700000e+01	5.15746000e+03	2.21500000e+01	2.95000000e+00	1.47540000e+02	3.31300000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40600000e+01	3.73000000e+01
2016-01-19 05:44:11.847902	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	3.00000000e+01	2.27000000e+01	3.16000000e+00	2.77200000e+01	5.04400000e+01	5.18200000e+01	7.13700000e+01	5.15746000e+03	2.21400000e+01	2.95000000e+00	1.47500000e+02	3.31300000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40600000e+01	3.73200000e+01
2016-01-19 05:44:12.441089	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	3.00000000e+01	2.26800000e+01	3.17000000e+00	2.77200000e+01	5.04600000e+01	5.18400000e+01	7.13700000e+01	5.15746000e+03	2.21400000e+01	2.95000000e+00	1.47500000e+02	3.31300000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40600000e+01	3.73200000e+01
2016-01-19 05:44:13.166930	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	3.00000000e+01	2.27000000e+01	3.16000000e+00	2.77200000e+01	5.04600000e+01	5.18400000e+01	7.13700000e+01	5.15746000e+03	2.21300000e+01	2.95000000e+00	1.47500000e+02	3.31300000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40600000e+01	3.72900000e+01
2016-01-19 05:44:13.751483	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79250000e+01	3.00000000e+01	2.27000000e+01	3.17000000e+00	2.77200000e+01	5.04300000e+01	5.18200000e+01	7.13700000e+01	5.15746000e+03	2.21300000e+01	2.96000000e+00	1.47500000e+02	3.31300000e+01	1.47500000e+02	4.90400000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40600000e+01	3.72900000e+01
2016-01-19 05:44:14.423157	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	3.00000000e+01	2.27000000e+01	3.15000000e+00	2.77500000e+01	5.04300000e+01	5.18200000e+01	7.13700000e+01	5.15746000e+03	2.21600000e+01	2.95000000e+00	1.47500000e+02	3.31300000e+01	1.47500000e+02	4.90400000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40600000e+01	3.72900000e+01
2016-01-19 05:44:15.024738	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	3.00200000e+01	2.27400000e+01	3.16000000e+00	2.77500000e+01	5.04400000e+01	5.18400000e+01	7.13700000e+01	5.15746000e+03	2.21600000e+01	2.96000000e+00	1.47500000e+02	3.31300000e+01	1.47500000e+02	4.90400000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40600000e+01	3.72900000e+01
2016-01-19 05:44:15.748400	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79250000e+01	2.99900000e+01	2.27100000e+01	3.17000000e+00	2.77500000e+01	5.04400000e+01	5.18400000e+01	7.13700000e+01	5.15746000e+03	2.21400000e+01	2.95000000e+00	1.47460000e+02	3.31300000e+01	1.47500000e+02	4.90400000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40600000e+01	3.72900000e+01
2016-01-19 05:44:16.333675	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	2.99900000e+01	2.27100000e+01	3.16000000e+00	2.77500000e+01	5.04400000e+01	5.18200000e+01	7.13700000e+01	5.15746000e+03	2.21400000e+01	2.96000000e+00	1.47460000e+02	3.31300000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30319000e+03	2.27000000e+01	3.40600000e+01	3.72900000e+01
2016-01-19 05:44:16.982250	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	2.99900000e+01	2.27100000e+01	3.16000000e+00	2.77500000e+01	5.04400000e+01	5.18200000e+01	7.13700000e+01	5.15746000e+03	2.21500000e+01	2.96000000e+00	1.47500000e+02	3.31500000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30359000e+03	2.27000000e+01	3.40500000e+01	3.72900000e+01
2016-01-19 05:44:17.582488	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	3.00200000e+01	2.27100000e+01	3.16000000e+00	2.77500000e+01	5.04600000e+01	5.18400000e+01	7.13700000e+01	5.15746000e+03	2.21500000e+01	2.96000000e+00	1.47500000e+02	3.31500000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30359000e+03	2.27000000e+01	3.40500000e+01	3.72900000e+01
2016-01-19 05:44:18.284112	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	2.99800000e+01	2.27100000e+01	3.15000000e+00	2.77500000e+01	5.04600000e+01	5.18400000e+01	7.13700000e+01	5.15746000e+03	2.21500000e+01	2.95000000e+00	1.47540000e+02	3.31500000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30359000e+03	2.27000000e+01	3.40500000e+01	3.72900000e+01
2016-01-19 05:44:18.849686	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79250000e+01	2.99800000e+01	2.27100000e+01	3.16000000e+00	2.77500000e+01	5.04400000e+01	5.18400000e+01	7.13700000e+01	5.15746000e+03	2.21500000e+01	2.96000000e+00	1.47540000e+02	3.31500000e+01	1.47500000e+02	4.90400000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30359000e+03	2.27000000e+01	3.40500000e+01	3.72900000e+01
2016-01-19 05:44:19.483649	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79250000e+01	2.99800000e+01	2.27100000e+01	3.17000000e+00	2.77200000e+01	5.04400000e+01	5.18400000e+01	7.13700000e+01	5.15746000e+03	2.21500000e+01	2.96000000e+00	1.47540000e+02	3.31300000e+01	1.47500000e+02	4.90400000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30359000e+03	2.27000000e+01	3.40500000e+01	3.73200000e+01
2016-01-19 05:44:20.014426	2.21500000e+01	1.79900000e+01	2.00000000e-02	6.76000000e+01	1.79170000e+01	3.00200000e+01	2.27300000e+01	3.17000000e+00	2.77200000e+01	5.04400000e+01	5.18400000e+01	7.13700000e+01	5.15746000e+03	2.21400000e+01	2.95000000e+00	1.47540000e+02	3.31300000e+01	1.47500000e+02	4.90700000e+01	3.00000000e+01	2.00000000e-02	5.15746000e+03	5.30312000e+03	5.30359000e+03	2.27000000e+01	3.40500000e+01	3.73200000e+01
